Pollutant:, CO
Units:, ppm
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
CO,010101,St Johns,NL,47.56806,-52.70222,19860101,-999,-999,-999,-999,-999,-999,-999,0.50,0.40,0.50,0.60,0.70,0.70,0.60,0.60,0.70,0.70,0.50,0.70,0.70,1.30,1.00,0.50,0.50
CO,010101,St Johns,NL,47.56806,-52.70222,19860102,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.60,0.70,0.30,0.40,0.30,0.30,0.30,0.30,0.30,0.50,0.40,0.40,0.40,0.50,0.40,0.20,0.20
CO,010101,St Johns,NL,47.56806,-52.70222,19860103,0.40,0.60,0.40,0.30,0.30,0.20,0.30,0.60,0.60,0.40,0.30,0.40,0.30,0.40,0.40,0.50,0.80,0.50,0.60,1.10,1.40,2.20,1.80,2.00
CO,010101,St Johns,NL,47.56806,-52.70222,19860104,1.50,1.70,1.90,1.60,0.80,0.30,0.10,0.10,0.10,0.30,0.10,0.30,0.30,0.20,0.40,0.60,0.70,0.90,0.90,0.50,0.30,0.50,0.70,0.80
CO,010101,St Johns,NL,47.56806,-52.70222,19860105,0.20,0.20,0.20,0.30,0.20,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.10,0.20,0.40,0.60,0.40,0.60,0.80,1.10,0.90,0.80,1.30,0.30
CO,010101,St Johns,NL,47.56806,-52.70222,19860106,0.30,0.20,0.10,0.20,0.10,0.10,0.10,0.60,2.00,1.70,0.90,0.30,0.40,0.50,-999,-999,-999,0.60,0.40,0.60,0.80,0.80,0.60,0.40
CO,010101,St Johns,NL,47.56806,-52.70222,19860107,0.30,0.40,0.60,0.80,-999,-999,-999,-999,-999,-999,1.00,0.90,0.50,-999,-999,-999,0.60,0.40,0.40,0.40,0.30,0.20,-999,0.30
CO,010101,St Johns,NL,47.56806,-52.70222,19860108,0.20,0.10,0.10,0.20,0.20,0.10,0.30,0.70,0.90,0.60,0.50,0.60,0.60,0.90,0.70,0.90,1.00,0.80,0.50,0.70,0.50,-999,0.70,0.80
CO,010101,St Johns,NL,47.56806,-52.70222,19860109,0.70,0.40,0.10,0.20,0.00,0.10,0.40,1.30,3.20,0.70,0.40,0.50,0.60,0.40,0.50,0.80,1.30,1.50,0.70,0.90,-999,1.00,1.00,1.20
CO,010101,St Johns,NL,47.56806,-52.70222,19860110,0.90,0.50,0.40,0.30,0.20,0.40,0.60,1.60,2.30,1.50,1.20,1.40,1.80,2.30,1.20,1.40,2.60,1.50,0.70,-999,0.60,1.00,0.60,0.60
CO,010101,St Johns,NL,47.56806,-52.70222,19860111,0.80,1.00,1.00,1.20,0.50,0.40,0.30,0.30,1.10,0.70,1.30,1.00,0.70,0.60,0.60,0.80,1.40,0.90,-999,0.70,0.70,0.50,0.50,0.60
CO,010101,St Johns,NL,47.56806,-52.70222,19860112,0.30,0.50,0.50,0.30,0.20,0.20,0.30,0.40,0.40,0.40,0.50,0.40,0.50,0.40,0.50,0.60,0.90,-999,1.30,1.70,1.90,1.60,1.90,1.60
CO,010101,St Johns,NL,47.56806,-52.70222,19860113,1.40,0.90,0.30,0.20,0.20,0.20,0.40,0.70,0.70,0.70,0.80,1.00,1.10,0.90,0.80,0.70,-999,0.80,0.60,0.70,0.60,0.50,0.50,0.40
